State,Name,Address,Grade
TX,East Houston Regional Medical Center,"13111 EAST FREEWAY Houston, TX 77015",C
TX,Pampa Regional Medical Center,"One Medical Plaza Pampa, TX 79065",A
TX,Memorial Hermann Southeast,"11800 Astoria Blvd. Houston, TX 77089",A
TX,Kingwood Medical Center,"22999 US HWY 59 Kingwood, TX 77339",C
TX,Memorial Hermann Northeast,"18951 North Memorial Drive Humble, TX 77338-4297",A
TX,Paris Regional Medical Center,"820 Clarksville Street Paris, TX 75460-9070",C
TX,St. Joseph Medical Center,"1401 St Joseph Parkway Houston, TX 77002-8321",C
TX,Park Plaza Hospital,"1313 HERMANN DR Houston, TX 77004-7092",B
TX,Harris County Hospital District,"2525 Holly Hall Street Houston, TX 77054-4108",C
TX,Memorial Hermann - Texas Medical Center,"6411 Fannin Street Houston, TX 77030-1501",B
TX,Hopkins County Memorial Hospital,"115 Airport Road Sulphur Springs, TX 75482-0115",B
TX,Houston Methodist Hospital,"6565 FANNIN ST Houston, TX 77030-2707",A
TX,CHI St. Luke's Health Baylor College of Medicine Medical Center,"6720 BERTNER Avenue Houston, TX 77030-2697",C
TX,University General Hospital,"7501 Fannin Street Houston, TX 77054",C
TX,Memorial Hermann Greater Heights Hospital,"1635 North Loop West Houston, TX 77008",A
TX,Houston Northwest Medical Center,"710 Cypress Creek Parkway Houston, TX 77090-3402",B
TX,Memorial Hermann The Woodlands Hospital,"9250 Pinecroft The Woodlands, TX 77380",A
TX,St. Luke's Lakeside Hospital,"17400 St. Luke's Way The Woodlands, TX 77384",A
TX,CHI St. Luke's Health The Woodlands Hospital,"17200 ST LUKES WAY The Woodlands, TX 77384",C
TX,Conroe Regional Medical Center,"504 MEDICAL CENTER BLVD Conroe, TX 77304",C
TX,Brazosport Regional Health System,"100 Medical Drive Lake Jackson, TX 77566-9983",C
TX,Huntsville Memorial Hospital,"110 Memorial Hospital Drive Huntsville, TX 77340-4362",C
TX,Palestine Regional Medical Center-East,"2900 South Loop 256 Palestine, TX 75801-6958",B
TX,Memorial Hermann Southwest Hospital,"7600 Beechnut Houston, TX 77074",A
TX,Houston Methodist Willowbrook Hospital,"18220 State Highway 249 Houston, TX 77070",A
TX,Memorial Hermann Memorial City Medical Center,"921 Gessner Road Houston, TX 77024-2501",A
TX,CHI St Luke's Hospital at The Vintage,"20171 CHASEWOOD PARK DRIVE Houston, TX 77070",C
TX,Cypress Fairbanks Medical Center Hospital,"10655 STEEPLETOP DRIVE Houston, TX 77065-4297",A
TX,West Houston Medical Center,"12141 RICHMOND AVE Houston, TX 77082-2499",C
TX,Tomball Regional Hospital,"605 HOLDERRIETH Tomball, TX 77375-0889",C
TX,North Cypress Medical Center,"21214 Northwest Freeway Cypress, TX 77429-3373",C
TX,St Luke's Sugar Land Hospital,"1317 LAKE POINTE PARKWAY Sugar Land, TX 77478",C
TX,Methodist Sugar Land Hospital,"16655 SW Freeway Sugar Land, TX 77479-2343",A
TX,Houston Methodist West Hospital,"18500 Katy Freeway Houston, TX 77094",A
TX,East Texas Medical Center of Athens,"2000 S. Palestine Street Athens, TX 75751-5610",C
TX,Memorial Hermann Sugar Land Hospital,"17500 West Grand Parkway South Sugar Land, TX 77479",B
TX,Oakbend Health System,"1705 Jackson Street Richmond, TX 77469-3289",C
TX,Memorial Hermann Katy Hospital,"23900 Katy Freeway Katy, TX 77494",A
TX,Hunt Regional Medical Center of Greenville,"4215 Joe Ramsey Boulevard Greenville, TX 75401-7899",B
TX,Matagorda Regional Medical Center,"104 7th Street Bay City, TX 77414-4853",B
TX,Texas Health Presbyterian Hospital Kaufman,"850 Ed Hall Drive Kaufman, TX 75142",A
TX,Scott &amp; White Hospital - College Station DBA Baylor Scott &amp; White Medical Center - College Station,"700 Scott &amp; White Drive College Station, TX 77845",B
TX,College Station Medical Center,"1604 Rock Prairie Rd College Station, TX 77845-8345",A
TX,Texas Health Presbyterian Hospital Rockwall,"3150 Horizon Road Rockwall, TX 75032",A
TX,CHI St. Joseph Health Regional,"2801 Franciscan Drive Bryan, TX 77802-2599",C
TX,Baylor Scott and White Medical Center - Lake Pointe,"6800 Scenic Drive Rowlett, TX 75088-4552",B
TX,Texoma Medical Center,"5016 S. US Highway 75 Denison, TX 75020-2035",C
TX,Navarro Regional Hospital,"3201 West State Highway 22 Corsicana, TX 75110-2469",C
TX,Wilson N. Jones Regional Medical Center,"500 N. Highland Avenue Sherman, TX 75092-7354",C
TX,Parkview Regional Hospital,"600 South Bonham Mexia, TX 76667-3608",A
TX,Baylor Scott and White Medical Center - Sunnyvale,"231 S. Collins Road Sunnyvale, TX 75182-4624",B
TX,Baylor Scott &amp; White Medical Center - Brenham,"700 Medical Parkway Brenham, TX 77833-5498",B
TX,Dallas Regional Medical Center,"1011 N. Galloway Avenue Mesquite, TX 75149-2433",A
TX,Medical City McKinney,"4500 Medical Center Drive McKinney, TX 75069-3499",A
TX,Texas Health Presbyterian Hospital Allen,"1105 Central Expressway N. Allen, TX 75013",B
TX,Baylor Scott &amp; White - McKinney,"5252 W. University Dr. McKinney, TX 75071",A
TX,Baylor Scott and White Medical Center - Garland,"2300 Marie Curie Drive Garland, TX 75042-5706",B
TX,Methodist Richardson Medical Center,"2831 E. President George Bush Highway Richardson, TX 75082",C
TX,Ennis Regional Medical Center,"2201 W. Lampasas Street Ennis, TX 75119-5644",A
TX,Baylor Scott &amp; White Medical Center-White Rock,"9440 Poppy Drive Dallas, TX 75218-3694",B
TX,Baylor Scott &amp; White Medical Center Centennial,"12505 Lebanon Road Frisco, TX 75035-8298",B
TX,Medical City Plano,"3901 W. 15th Street Plano, TX 75075-7799",A
TX,Walnut Hill Medical Center,"7502 Greenville Avenue Dallas, TX 75231-3802",C
TX,Texas Health Presbyterian Hospital Dallas,"8200 Walnut Hill Lane Dallas, TX 75231-4402",A
TX,Medical City Dallas,"7777 Forest Lane Dallas, TX 75230-2598",A
TX,Baylor Scott &amp; White Medical Center Plano,"4700 Alliance Boulevard Plano, TX 75093",C
TX,Baylor University Medical Center at Dallas,"3500 Gaston Avenue Dallas, TX 75246-2088",B
TX,Baylor Jack and Jane Hamilton Heart and Vascular Hospital,"621 N. Hall Street Dallas, TX 75226-1339",A
TX,Baylor Scott and White Medical Center Frisco,"5601 Warren Parkway Frisco, TX 75034",A
TX,Texas Health Presbyterian Hospital Plano,"6200 W. Parker Road Plano, TX 75093-7914",A
TX,Methodist Dallas Medical Center,"1441 N. Beckley Avenue Dallas, TX 75203-1201",A
TX,UT Southwestern University Hospital - Zale Lipshy Campus,"5151 Harry Hines Boulevard Dallas, TX 75390-9265",A
TX,Parkland Health &amp; Hospital System,"5200 Harry Hines Boulevard Dallas, TX 75235-7731",C
TX,Dallas Medical Center,"7 Medical Parkway Dallas, TX 75234",B
TX,Baylor Scott &amp; White Medical Center at Carrollton,"4343 N. Josey Lane Carrollton, TX 75010-4691",C
TX,Baylor Scott &amp; White Medical Center - Waxahachie,"2400 North I-35 E Waxahachie, TX 75165-2275",A
TX,Methodist Charlton Medical Center,"3500 W. Wheatland Road Dallas, TX 75237-3460",B
TX,Medical City Las Colinas,"6800 N. MacArthur Boulevard Irving, TX 75039-2422",A
TX,Baylor Scott &amp; White Medical Center - Irving,"1901 N. MacArthur Boulevard Irving, TX 75061",B
TX,Medical City Lewisville,"500 W. Main Street Lewisville, TX 75057-3699",A
TX,Texas Health Presbyterian Hospital Flower Mound,"4400 Long Prairie Road Flower Mound, TX 75028-1892",A
TX,Medical City Denton,"3535 S. I-35 E Denton, TX 76210",A
TX,Baylor Scott and White Medical Center at Grapevine,"1650 W. College Street Grapevine, TX 76051-1650",B
TX,Methodist Mansfield Medical Center,"2700 E. Broad Street Mansfield, TX 76063-5899",A
TX,Texas Health Arlington Memorial Hospital,"800 W. Randol Mill Road Arlington, TX 76012-2503",B
TX,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,"1600 Hospital Parkway Bedford, TX 76022-6913",A
TX,Medical City Arlington,"3301 Matlock Road Arlington, TX 76015-2998",C
TX,USMD Hospital at Arlington,"801 W. Interstate 20 Arlington, TX 76017-5851",A
TX,Texas Health Presbyterian Hospital Denton,"3000 North I-35 DENTON, TX 76201-3798",B
TX,Medical City North Hills,"4401 Booth Calloway Road North Richland Hills, TX 76180-7399",A
TX,Baylor Scott &amp; White Medical Center- Hillcrest,"100 Hillcrest Medical Blvd Waco, TX 76712-8897",C
TX,Citizens Medical Center,"2701 Hospital Drive Victoria, TX 77901-5749",C
TX,Detar Healthcare System,"506 East San Antonio Street Victoria, TX 77901-6060",C
TX,Texas Health Harris Methodist Hospital Alliance,"10864 Texas Health Trail Fort Worth, TX 76244-4897",B
TX,John Peter Smith Hospital,"1500 S. Main Street Fort Worth, TX 76104-4917",C
TX,Texas Health Huguley Hospital,"11801 South Fwy Burleson, TX 76028-7021",A
TX,Texas Health Harris Methodist Hospital Fort Worth,"1301 Pennsylvania Avenue Fort Worth, TX 76104-2122",B
TX,Medical City Fort Worth,"900 Eighth Avenue Fort Worth, TX 76104-3986",C
TX,Baylor Scott &amp; White All Saints Medical Center - Fort Worth,"1400 Eighth Avenue Fort Worth, TX 76104-4192",C
TX,Texas Health Harris Methodist Hospital Southwest Fort Worth,"6100 Harris Parkway Fort Worth, TX 76132-4199",A
TX,Texas Health Harris Methodist Hospital Cleburne,"201 Walls Drive Cleburne, TX 76033-4007",B
TX,Scott &amp; White Memorial Hospital,"2401 South 31st Street Temple, TX 76508-0002",A
TX,Texas Health Harris Methodist Hospital Azle,"108 Denver Trail Azle, TX 76020-3614",A
TX,Wise Health System - East Campus Decatur,"609 Medical Center Drive Decatur, TX 76234",C
TX,Corpus Christi Medical Center,"7101 SOUTH PADRE ISLAND DRIVE Corpus Christi, TX 78412",C
TX,CHRISTUS Spohn Hospital Corpus Christi - South,"5950 Saratoga Boulevard Corpus Christi, TX 78414",C
TX,CHRISTUS Spohn Hospital Corpus Christi - Shoreline,"600 Elizabeth Street Corpus Christi, TX 78404",C
TX,Weatherford Regional Medical Center,"713 E. Anderson Street Weatherford, TX 76086-9971",A
TX,CHRISTUS Spohn Hospital Corpus Christi Memorial,"2606 Hospital Boulevard Corpus Christi, TX 78405-1818",C
TX,Seton Medical Center Harker Heights,"850 West Central Texas Expressway Harker Heights, TX 76548-1890",A
TX,Lake Granbury Medical Center,"1310 Paluxy Road Granbury, TX 76048-5655",C
TX,Seton Medical Center Williamson,"201 Seton Parkway Round Rock, TX 78665",A
TX,St. David's Georgetown Hospital,"2000 Scenic Drive Georgetown, TX 78626-7726",A
TX,Baylor Scott &amp; White Medical Center - Round Rock,"300 University Boulevard Round Rock, TX 78665-1032",A
TX,St. David's Round Rock Medical Center,"2400 ROUND ROCK AVE Round Rock, TX 78681-4097",A
TX,St. David's North Austin Medical Center,"12221 MOPAC EXPRESSWAY NORTH Austin, TX 78758-2496",A
TX,St. David's Medical Center,"919 E 32ND ST Austin, TX 78705-2709",A
TX,Metroplex Hospital,"2201 S CLEAR CREEK RD Killeen, TX 76549-4110",A
TX,Seton Northwest Hospital,"11113 Research Boulevard Austin, TX 78759-5236",A
TX,University Medical Center at Brackenridge,"601 East 15th Street Austin, TX 78701-1996",B
TX,Seton Medical Center Austin,"1201 West 38th Street Austin, TX 78705-1006",A
TX,St. David's South Austin Medical Center,"901 WEST BEN WHITE BLVD Austin, TX 78704-6903",A
TX,Cedar Park Regional Medical Center,"1401 Medical Parkway Cedar Park, TX 78613-7763",C
TX,Valley Regional Medical Center,"100-A E. Alton Gloor Blvd. Brownsville, TX 78526-3346",C
TX,Valley Baptist Medical Center-Brownsville,"1040 West Jefferson Street Brownsville, TX 78520-5829",A
TX,Seton Medical Center Hays,"6001 Kyle Parkway Kyle, TX 78640-6112",A
TX,CHRISTUS Spohn Hospital Beeville,"1500 East Houston Street Beeville, TX 78102-5312",A
TX,Lakeway Regional Medical Center,"100 Medical Parkway Lakeway, TX 78738-5621",C
TX,Valley Baptist Medical Center-Harlingen,"2101 Pease Street Harlingen, TX 78550-8307",B
TX,Harlingen Medical Center,"5501 South Expressway 77 Harlingen, TX 78550",C
TX,Central Texas Medical Center,"1301 Wonder World Drive San Marcos, TX 78666-7544",C
TX,Guadalupe Regional Medical Center,"1215 East Court Street Seguin, TX 78155-5189",A
TX,Texas Health Harris Methodist Hospital Stephenville,"411 N. Belknap Street Stephenville, TX 76401-3415",A
TX,CHRISTUS Spohn Hospital Kleberg,"1311 General Cavazos Boulevard Kingsville, TX 78363-1197",B
TX,Resolute Health Hospital,"555 Creekside Crossing New Braunfels, TX 78130",B
TX,United Regional Health Care System,"1600 11th Street Wichita Falls, TX 76301-4307",A
TX,CHRISTUS Spohn Hospital Alice,"2500 East Main Street Alice, TX 78332-4169",A
TX,Knapp Medical Center,"1401 East Eighth Street Weslaco, TX 78596-6640",C
TX,Northeast Methodist Hospital,"12412 Judson Road Live Oak, TX 78233",B
TX,Northeast Baptist Hospital,"8811 Village Dr San Antonio, TX 78217",C
TX,Edinburg Regional Medical Center,"1102 West Trenton Road Edinburg, TX 78539-9105",C
TX,Mission Trail Baptist Hospital,"3333 Research Plaza San Antonio, TX 78235",C
TX,Doctors Hospital at Renaissance,"5501 S McColl Rd Edinburg, TX 78539-9152",B
TX,Methodist Stone Oak Hospital,"1139 E SONTERRA BLVD San Antonio, TX 78258",B
TX,Rio Grande Regional Hospital,"101 E RIDGE RD McAllen, TX 78503-1299",C
TX,North Central Baptist Hospital,"520 Madison Oak Dr San Antonio, TX 78258",B
TX,McAllen Medical Center,"301 West Expressway 83 McAllen, TX 78503",C
TX,Nix Medical Center,"414 Navarro St San Antonio, TX 78205-2522",C
TX,Metropolitan Methodist Hospital,"1310 McCullough Ave San Antonio, TX 78212-2617",A
TX,Baptist Medical Center,"111 Dallas St San Antonio, TX 78205-1230",C
TX,Methodist Texsan Hospital,"6700 IH 10 West San Antonio, TX 78201",A
TX,Southwest General Hospital,"7400 Barlite Boulevard San Antonio, TX 78224-1399",D
TX,Baylor Scott &amp; White Health - Llano,"200 West Ollie Street Llano, TX 78643-2628",A
TX,Methodist Hospital &amp; Methodist Children's Hospital,"7700 Floyd Curl Dr San Antonio, TX 78229-3993",B
TX,Mission Regional Medical Center,"900 South Bryan Road Mission, TX 78572-6613",C
TX,St. Luke's Baptist Hospital,"7930 Floyd Curl Dr San Antonio, TX 78229",C
TX,South Texas Regional Medical Center,"1905 Highway 97 East Jourdanton, TX 78026-1504",C
TX,Methodist Specialty &amp; Transplant Hospital,"8026 Floyd Curl Drive San Antonio, TX 78229",A
TX,University Health System,"4502 Medical Dr San Antonio, TX 78229-4493",B
TX,Brownwood Regional Medical Center,"1501 Burnet Drive Brownwood, TX 76801-5933",C
TX,Hill Country Memorial,"1020 South State Highway 16 Fredericksburg, TX 78624-4471",A
TX,Peterson Regional Medical Center,"551 Hill Country Dr Kerrville, TX 78028-5398",C
TX,Hendrick Health System,"1900 Pine Street Abilene, TX 79601-2432",A
TX,Abilene Regional Medical Center,"6250 US Highway 83 Abilene, TX 79606-5299",C
TX,Doctors Hospital of Laredo,"10700 McPherson Road Laredo, TX 78045",C
TX,Laredo Medical Center,"1700 East Saunders Avenue Laredo, TX 78041-5401",C
TX,Rolling Plains Memorial Hospital,"200 East Arizona Street Sweetwater, TX 79556-7199",A
TX,Shannon Medical Center,"120 East Harris Street San Angelo, TX 76903-5976",B
TX,San Angelo Community Medical Center,"3501 Knickerbocker Road San Angelo, TX 76904-7698",A
TX,Fort Duncan Regional Medical Center,"3333 North Foster Maldonado Blvd Eagle Pass, TX 78852-5893",C
TX,Covenant Hospital Plainview,"2601 Dimmitt Road Plainview, TX 79072-1833",A
TX,Scenic Mountain Medical Center,"1601 West 11th Place Big Spring, TX 79720-4198",C
TX,Northwest Texas Healthcare System,"1501 South Coulter Avenue Amarillo, TX 79106-1790",C
TX,Baptist St. Anthony's Health System,"1600 Wallace Blvd Amarillo, TX 79106-1799",C
TX,Lubbock Heritage Hospital LLC dba Grace Medical Center,"2412 50th Street Lubbock, TX 79412-2494",C
TX,University Medical Center,"602 Indiana Ave Lubbock, TX 79415-3364",C
TX,Covenant Medical Center,"3615 19th Street Lubbock, TX 79410-1201",C
TX,Midland Memorial Hospital,"400 Rosalind Redfern Grover Parkway Midland, TX 79701",C
TX,Odessa Regional Medical Center,"520 East Sixth Street Odessa, TX 79761-4565",B
TX,Medical Center Hospital,"500 W 4TH ST Odessa, TX 79761-5059",C
TX,The Hospitals of Providence East Campus,"3280 JOE BATTLE BLVD El Paso, TX 79938",A
TX,Del Sol Medical Center,"10301 Gateway West Blvd. El Paso, TX 79925",C
TX,University Medical Center of El Paso,"4815 Alameda Avenue El Paso, TX 79905-2794",C
TX,The Hospitals of Providence - Sierra Campus,"1625 MEDICAL CENTER DR El Paso, TX 79902-5044",B
TX,Las Palmas Medical Center,"1801 NORTH OREGON STREET El Paso, TX 79902-3591",A
TX,The Hospitals of Providence Memorial Campus,"2001 N OREGON ST El Paso, TX 79902-3368",B
UT,Ashley Regional Medical Center,"150 West 100 North Vernal, UT 84078-2036",A
UT,Castleview Hospital,"300 North Hospital Drive Price, UT 84501-4200",B
UT,Logan Regional Hospital,"500 E 1400 N Logan, UT 84341-2499",A
UT,Brigham City Community Hospital,"950 S MEDICAL DRIVE Brigham City, UT 84302",A
UT,McKay-Dee Hospital Center,"4401 Harrison Boulevard Ogden, UT 84403",A
UT,Lakeview Hospital,"630 EAST MEDICAL DRIVE Bountiful, UT 84010-4996",A
UT,Ogden Regional Medical Center,"5475 SOUTH 500 EAST Ogden, UT 84405-6978",B
UT,University of Utah Health Care - Hospital and Clinics,"50 North Medical Drive Salt Lake City, UT 84132-0002",B
UT,Utah Valley Regional Medical Center,"1034 North 500 West Provo, UT 84604-3337",A
UT,Salt Lake Regional Medical Center,"1050 East South Temple Salt Lake City, UT 84102-1599",A
UT,Timpanogos Regional Hospital,"750 WEST 800 NORTH Orem, UT 84059-3660",A
UT,LDS Hospital,"Eighth Avenue and 'C' Street Salt Lake City, UT 84143-0001",C
UT,Davis Hospital and Medical Center,"1600 W Antelope Drive Layton, UT 84041-1142",A
UT,St. Mark's Hospital,"1200 EAST 3900 SOUTH Salt Lake City, UT 84124-1390",B
UT,American Fork Hospital,"170 North 1100 East American Fork, UT 84003-2096",B
UT,Alta View Hospital,"9660 South 1300 East Sandy, UT 84094-3793",B
UT,Intermountain Medical Center,"5121 South Cottonwood Street Murray, UT 84157",B
UT,Mountain View Hospital,"1000 EAST 100 NORTH Payson, UT 84651-1690",A
UT,"Jordan Valley Medical Center, West Valley Campus","3460 South Pioneer Parkway West Valley City, UT 84120-2648",C
UT,Jordan Valley Medical Center,"3580 West 9000 South West Jordan, UT 84088-8811",B
UT,Riverton Hospital,"3741 West 12600 South Riverton, UT 84065-7215",A
UT,Valley View Medical Center,"1303 North Main Street Cedar City, UT 84720-3462",A
UT,Dixie Regional Medical Center,"1380 East Medical Center Drive Saint George, UT 84790",B
VA,Sentara Virginia Beach General Hospital,"1060 First Colonial Road Virginia Beach, VA 23454-3002",A
VA,Sentara Princess Anne Hospital,"2075 Glenn Mitchell Drive Virginia Beach, VA 23456",A
VA,Sentara Leigh Hospital,"830 Kempsville Road Norfolk, VA 23502-3920",A
VA,Chesapeake Regional Medical Center,"736 N. Battlefield Boulevard Chesapeake, VA 23320-4941",D
VA,Bon Secours DePaul Medical Center,"150 Kingsley Lane Norfolk, VA 23505-4650",B
VA,Sentara Norfolk General Hospital,"600 Gresham Drive Norfolk, VA 23507",B
VA,Bon Secours Maryview Medical Center,"3636 High Street Portsmouth, VA 23707-3270",D
VA,Sentara CarePlex Hospital,"3000 Coliseum Drive Hampton, VA 23666-5963",A
VA,Riverside Regional Medical Center,"500 J Clyde Morris Boulevard Newport News, VA 23601-1929",B
VA,Bon Secours Mary Immaculate Hospital,"2 Bernardine Drive Newport News, VA 23602-4499",B
VA,Sentara Obici Hospital,"2800 Godwin Boulevard Suffolk, VA 23434-4323",A
VA,Sentara Williamsburg Regional Medical Center,"100 Sentara Circle Williamsburg, VA 23188-5713",A
VA,Southampton Memorial Hospital,"100 Fairview Drive Franklin, VA 23851-1206",B
VA,John Randolph Medical Center,"411 W. Randolph Road Hopewell, VA 23860-2938",A
VA,Inova Mount Vernon Hospital,"2501 Parkers Lane Alexandria, VA 22306",A
VA,Southside Regional Medical Center,"200 Medical Park Boulevard Petersburg, VA 23805",B
VA,Inova Alexandria Hospital,"4320 Seminary Road Alexandria, VA 22304-1594",C
VA,Virginia Hospital Center--Arlington Health System,"1701 N. George Mason Drive Arlington, VA 22205-3698",A
VA,Bon Secours Memorial Regional Medical Center,"8260 Atlee Road Mechanicsville, VA 23116-1844",A
VA,VCU Health System,"1250 E. Marshall Street Richmond, VA 23219",B
VA,Inova Fairfax Medical Campus,"3300 Gallows Road Falls Church, VA 22042-3300",B
VA,Retreat Doctors' Hospital,"2621 Grove Avenue Richmond, VA 23220",A
VA,Sentara Northern Virginia Medical Center,"2300 Opitz Boulevard Woodbridge, VA 22191-3399",A
VA,Bon Secours St. Mary's Hospital of Richmond,"5801 Bremo Road Richmond, VA 23226-1907",A
VA,CJW Medical Center - Chippenham Campus,"7101 Jahnke Road Richmond, VA 23225",B
VA,Parham Doctors' Hospital,"7700 E. Parham Road Richmond, VA 23294",A
VA,Henrico Doctors' Hospital,"1602 Skipwith Road Richmond, VA 23229-5205",A
VA,Stafford Hospital,"101 Hospital Center Boulevard Stafford, VA 22554-6200",C
VA,CJW Medical Center - Johnston-Willis Campus,"1401 Johnston Willis Drive Richmond, VA 23235",A
VA,Spotsylvania Regional Medical Center,"4600 Spotsylvania Parkway Fredericksburg, VA 22408",A
VA,Reston Hospital Center,"1850 Town Center Parkway Reston, VA 20190-3219",A
VA,Inova Fair Oaks Hospital,"3600 Joseph Siewick Drive Fairfax, VA 22033-1798",A
VA,Mary Washington Hospital,"1001 Sam Perry Boulevard Fredericksburg, VA 22401-3354",B
VA,Bon Secours St. Francis Medical Center,"13710 St. Francis Boulevard Midlothian, VA 23114-3267",A
VA,Novant Health Prince William Medical Center,"8700 Sudley Road Manassas, VA 20110-4418",B
VA,Inova Loudoun Hospital,"44045 Riverside Parkway Leesburg, VA 20176-2799",A
VA,Community Memorial Healthcenter,"125 Buena Vista Circle South Hill, VA 23970-0090",C
VA,Fauquier Hospital,"500 Hospital Drive Warrenton, VA 20186-3099",C
VA,UVA Culpeper Hospital,"501 Sunset Lane Culpeper, VA 22701-3917",A
VA,Centra Southside Community Hospital,"800 Oak Street Farmville, VA 23901-1199",A
VA,Warren Memorial Hospital,"1000 N. Shenandoah Avenue Front Royal, VA 22630-3598",A
VA,Winchester Medical Center,"1840 Amherst Street Winchester, VA 22601-2540",A
VA,Sentara Martha Jefferson Hospital,"500 Martha Jefferson Drive Charlottesville, VA 22911",C
VA,University of Virginia Medical Center,"1215 Lee Street Charlottesville, VA 22908-0001",B
VA,Sentara Halifax Regional Hospital,"2204 Wilborn Avenue South Boston, VA 24592-1638",C
VA,Sentara RMH Medical Center,"2010 Health Campus Drive Harrisonburg, VA 22801-3293",A
VA,Augusta Health,"78 Medical Center Drive Fishersville, VA 22939-2332",C
VA,Centra Lynchburg General Hospital,"1920 Atherholt Road Lynchburg, VA 24501-1104",B
VA,Centra Virginia Baptist Hospital,"3300 Rivermont Avenue Lynchburg, VA 24503",B
VA,Danville Regional Medical Center,"142 S. Main Street Danville, VA 24541-2922",D
VA,Memorial Hospital of Martinsville,"320 Hospital Drive Martinsville, VA 24112-1981",B
VA,Carilion Franklin Memorial Hospital,"180 Floyd Avenue Rocky Mount, VA 24151-1389",C
VA,Carilion Roanoke Memorial Hospital,"1906 Belleview Avenue Roanoke, VA 24014",C
VA,LewisGale Hospital - Alleghany,"1 ARH Lane Low Moor, VA 24457",A
VA,LewisGale Medical Center,"1900 Electric Road Salem, VA 24153-7494",B
VA,LewisGale Hospital - Montgomery,"3700 S. Main Street Blacksburg, VA 24060-7081",B
VA,Carilion New River Valley Medical Center,"2900 Lamb Circle Christiansburg, VA 24073-5041",A
VA,LewisGale Hospital - Pulaski,"2400 Lee Highway Pulaski, VA 24301-0759",C
VA,Twin County Regional Healthcare,"200 Hospital Drive Galax, VA 24333-2283",A
VA,Wythe County Community Hospital,"600 W. Ridge Road Wytheville, VA 24382-1099",A
VA,Smyth County Community Hospital,"245 Medical Park Drive Marion, VA 24354",B
VA,Clinch Valley Medical Center,"6801 Governor G. C. Peery Highway Richlands, VA 24641-2194",A
VA,Johnston Memorial Hospital,"16000 Johnston Memorial Drive Abingdon, VA 24211",C
VA,Wellmont Mountain View Regional Medical Center,"310 Third Street NE Norton, VA 24273-1137",B
VA,Norton Community Hospital,"100 Fifteenth Street NW Norton, VA 24273-1616",B
VA,Wellmont Lonesome Pine Hospital,"1990 Holton Avenue E. Big Stone Gap, VA 24219-3350",B
VT,Brattleboro Memorial Hospital,"17 Belmont Ave Brattleboro, VT 05301-3498",C
VT,Central Vermont Medical Center,"130 Fisher Road Berlin, VT 05602-9516",A
VT,Rutland Regional Medical Center,"160 Allen Street Rutland, VT 05701-4595",A
VT,Southwestern Vermont Medical Center,"100 Hospital Drive Bennington, VT 05201-5004",A
VT,Northwestern Medical Center,"133 Fairfield Street Saint Albans, VT 05478-1726",C
VT,University of Vermont Medical Center,"111 Colchester Avenue Burlington, VT 05401-1473",C
WA,Valley Hospital of Spokane Valley,"12606 E Mission Ave Spokane Valley, WA 99216",C
WA,Providence Holy Family Hospital,"5633 N. Lidgerwood Street Spokane, WA 99208-1224",C
WA,Providence Sacred Heart Medical Center,"101 W. Eighth Avenue Spokane, WA 99204-2364",C
WA,Deaconess Medical Center,"800 W. Fifth Avenue Spokane, WA 99204-2803",C
WA,Walla Walla General Hospital,"1025 S. Second Avenue Walla Walla, WA 99362-1398",C
WA,Providence St. Mary Medical Center,"401 W. Poplar Street Walla Walla, WA 99362",B
WA,Samaritan Hospital,"801 E. Wheeler Road Moses Lake, WA 98837-1899",F
WA,Kennewick General Hospital,"900 S. Auburn Street Kennewick, WA 99336-6128",C
WA,Kadlec Regional Medical Center,"888 Swift Boulevard Richland, WA 99352-3514",A
WA,Central Washington Hospital,"1201 S. Miller Street Wenatchee, WA 98801-1948",A
WA,Yakima Regional Medical and Cardiac Center,"110 S. 9th Avenue Yakima, WA 98902-3397",D
WA,Yakima Valley Memorial Hospital,"2811 Tieton Drive Yakima, WA 98902-3761",C
WA,St. Joseph Hospital of Bellingham,"2901 Squalicum Parkway Bellingham, WA 98225-1851",C
WA,Cascade Valley Hospital and Clinics,"330 S. Stillaguamish Avenue Arlington, WA 98223-1642",B
WA,Skagit Regional Health,"1415 E. Kincaid Street Mount Vernon, WA 98274",C
WA,Providence Regional Medical Center Everett,"1321 Colby Avenue Everett, WA 98201-1665",C
WA,Island Hospital,"1211 24th Street Anacortes, WA 98221-2590",B
WA,Swedish Health Services - Issaquah,"751 N.E. Blakely Drive Issaquah, WA 98029",A
WA,EvergreenHealth,"12040 NE 128th Street Kirkland, WA 98034-9917",A
WA,Overlake Hospital Medical Center,"1035 116th Avenue NE Bellevue, WA 98004-4604",A
WA,Swedish Edmonds Hospital,"21601 76th Avenue W. Edmonds, WA 98026-7506",B
WA,Northwest Hospital and Medical Center,"1550 N. 115th Street Seattle, WA 98133-8401",B
WA,University of Washington Medical Center,"1959 NE Pacific Street Seattle, WA 98195-6151",A
WA,Swedish Medical Center Cherry Hill,"500 17th Avenue Seattle, WA 98122-5711",C
WA,Swedish Medical Center First Hill,"747 Broadway Seattle, WA 98122-4307",B
WA,Virginia Mason Medical Center,"1100 Ninth Avenue Seattle, WA 98101-2756",A
WA,Harborview Medical Center,"325 Ninth Avenue Seattle, WA 98104-2499",B
