,Address,City,Name,Rating,State,ZipCode
17804,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
17805,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
17806,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
17807,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
17808,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
17809,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
17810,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
17811,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
17812,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
17813,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
17814,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
17815,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
17816,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
17817,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
17818,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
17819,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
17820,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
17821,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
17822,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
17823,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
17824,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
17825,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
17826,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
17827,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
17828,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
17829,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
17830,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
17831,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
17832,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
17833,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
17834,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
17835,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
17836,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
17837,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
17838,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
17839,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
17840,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
17841,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
17842,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
17843,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
17844,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
17845,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
17846,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
17847,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
17848,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
17849,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
17850,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
17851,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
17852,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
17853,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
17854,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
17855,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
17856,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
17857,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
17858,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
17859,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
17860,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
17861,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
17862,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
17863,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
17864,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
17865,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
17866,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
17867,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
17868,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
17869,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
17870,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
17871,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
17872,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
17873,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
17874,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
17875,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
17876,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
17877,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
17878,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
17879,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
17880,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
17881,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
17882,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
17883,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
17884,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
17885,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
17886,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
17887,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
17888,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
17889,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
17890,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
17891,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
17892,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
17893,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
17894,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
17895,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
17896,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
17897,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
17898,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
17899,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
17900,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
17901,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
17902,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
17903,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
17904,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
17905,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
17906,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
17907,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
17908,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
17909,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
17910,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
17911,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
17912,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
17913,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
17914,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
17915,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
17916,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
17917,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
17918,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
17919,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
17920,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
17921,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
17922,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
17923,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
17924,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
17925,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
17926,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
17927,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
17928,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
17929,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
17930,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
17931,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
17932,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
17933,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
17934,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
17935,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
17936,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
17937,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
17938,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
17939,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
17940,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
17941,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
17942,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
17943,24800 SE Stark St,Gresham,Legacy Laboratory Services,0.0,OR,97030
17944,2041 NE Burnside Rd,Gresham,Maple Leaf Medical,0.0,OR,97030
17945,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
17946,24900 SE Stark St,Gresham,Northwest Cardiovascular Institute,0.0,OR,97030
17947,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
17948,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
17949,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
17950,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
17951,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
17952,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
17953,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
17954,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
17955,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
17956,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
17957,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
17958,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
17959,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
17960,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
17961,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
17962,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
17963,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
17964,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
17965,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
17966,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
17967,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
17968,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
17969,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
17970,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
17971,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
17972,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
17973,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
17974,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
17975,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
17976,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
17977,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
17978,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
17979,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
17980,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
17981,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
17982,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
17983,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
17984,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
17985,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
17986,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
17987,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
17988,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
17989,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
17990,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
17991,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
17992,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
17993,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
17994,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
17995,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
17996,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
17997,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
17998,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
17999,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
18000,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
18001,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
18002,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
18003,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
18004,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
18005,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
18006,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
18007,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
18008,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
18009,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
18010,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
18011,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
18012,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
18013,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
18014,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
18015,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
18016,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
18017,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
18018,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
18019,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
18020,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
18021,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
18022,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
18023,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
18024,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
18025,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
18026,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
18027,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
18028,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
18029,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
18030,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
18031,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
18032,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
18033,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
18034,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
18035,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
18036,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
18037,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
18038,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
18039,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
18040,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
18041,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
18042,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
18043,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
18044,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
18045,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
18046,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
18047,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
18048,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
18049,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
18050,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
18051,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
18052,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
18053,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
18054,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
18055,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
18056,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
18057,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
18058,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
18059,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
18060,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
18061,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
18062,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
18063,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
18064,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
18065,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
18066,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
18067,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
18068,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
18069,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
18070,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
18071,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
18072,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
18073,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
18074,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
18075,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
18076,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
18077,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
18078,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
18079,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
18080,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
18081,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
18082,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
18083,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
18084,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
18085,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
18086,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
18087,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
18088,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
18089,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
18090,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
18091,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
18092,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
18093,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
18094,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
18095,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
18096,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
18097,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
18098,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
18099,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
18100,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
18101,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
18102,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
18103,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
18104,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
18105,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
18106,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
18107,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
18108,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
18109,24800 SE Stark St,Gresham,Legacy Laboratory Services,0.0,OR,97030
18110,2041 NE Burnside Rd,Gresham,Maple Leaf Medical,0.0,OR,97030
18111,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
18112,24900 SE Stark St,Gresham,Northwest Cardiovascular Institute,0.0,OR,97030
18113,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
18114,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
18115,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
