ProviderID,HospitalName,Address,City,State,ZipCode,HospitalOverallRating,MortalityNationalComparison,SafetyOfCareNationalComparison,ReadmissionNationalComparison,PatientExperienceNationalComparison,EffectivenessOfCareNationalComparison,TimelinessOfCareNationalComparison,EfficientUseOfMedicalImagingNationalComparison,AverageEffectiveCareScore,AverageReadmissionScore,MortalityComp,SafetyOfCareComp,ReadmissionComp,PatientExperienceComp,EffectivenessOfCareComp,TimelinessOfCareComp,EfficientUseOfMedicalImagingComp,SafetyGrade,YelpRating,SafetyGradeNumeric
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,5,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,92.30434782608695,13.042857142857141,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,4,Same as the National average,Above the National average,Above the National average,Above the National average,Above the National average,Above the National average,Same as the National average,82.19047619047619,13.672727272727276,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,46360,3,Same as the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,88.66666666666669,13.850000000000005,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,,,
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,74.23529411764707,14.155555555555555,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,,,
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,3,Same as the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,84.38095238095238,13.635714285714286,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,,,
150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,3,Below the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,81.71428571428571,15.1,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,4,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,74.08333333333333,13.8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,4,Above the National average,Above the National average,Same as the National average,Below the National average,Above the National average,Below the National average,Same as the National average,92.05,13.228571428571426,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,,,
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,75.1,14.839999999999998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,
150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,47374,4,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,83.66666666666667,12.992857142857144,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,4,Same as the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,88.80769230769229,12.685714285714289,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,2,Same as the National average,Below the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Above the National average,87.04347826086956,13.507142857142856,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,,,
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,4,Same as the National average,Not Available,Above the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,77.2,15.210000000000004,0.0,,1.0,1.0,0.0,1.0,0.0,,,
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,82.08695652173913,14.925000000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,3,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,82.17391304347827,13.858333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,3,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,85.05,13.457142857142856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,IN,46311,2,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,89.77777777777777,14.578571428571427,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,,,
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,46750,4,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Not Available,80.3157894736842,13.69,0.0,0.0,1.0,1.0,0.0,0.0,,,,
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,76.28571428571429,16.24285714285714,0.0,,0.0,1.0,0.0,1.0,,,,
150102,STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,46534,4,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,70.84615384615384,15.314285714285711,0.0,,0.0,,0.0,1.0,0.0,,,
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,75.26315789473685,14.333333333333336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,4,Above the National average,Above the National average,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,83.33333333333333,13.714285714285715,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,,,
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,90.5,13.635714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,69.9375,13.989999999999998,0.0,,0.0,1.0,0.0,1.0,0.0,,,
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Below the National average,Same as the National average,Not Available,96.0,14.04,0.0,1.0,0.0,1.0,-1.0,0.0,,,,
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,5,Not Available,Above the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,98.25,7.699999999999998,,1.0,,1.0,0.0,,,,,
150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,4,Above the National average,Above the National average,Above the National average,Above the National average,Above the National average,Below the National average,Same as the National average,99.5238095238095,12.521428571428574,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,,,
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Below the National average,Not Available,Same as the National average,63.66666666666666,14.4875,0.0,0.0,0.0,1.0,-1.0,,0.0,,,
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845,5,Not Available,Above the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,95.0,9.15,,1.0,,1.0,0.0,,,,,
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,5,Not Available,Above the National average,Not Available,Above the National average,Same as the National average,Not Available,Not Available,83.33333333333333,9.3,,1.0,,1.0,0.0,,,,,
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,47150,Not Available,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Not Available,91.63636363636364,9.9,,,,1.0,0.0,,,,,
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,4,Same as the National average,Not Available,Same as the National average,Above the National average,Above the National average,Not Available,Not Available,95.25,14.2,0.0,,0.0,1.0,1.0,,,,,
150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,47129,1,Same as the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,78.19047619047619,16.436363636363634,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,,,
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,Not Available,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Not Available,65.8,9.6,,,,1.0,0.0,,,,,
150179,FAIRBANKS,8102 CLEARVISTA PARKWAY,INDIANAPOLIS,IN,46256,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75.0,14.8,,,,,,,,,,
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,46037,4,Not Available,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,84.90476190476191,17.0,,,0.0,1.0,0.0,0.0,0.0,,,
150182,FRANCISCAN ST FRANCIS HEALTH - CARMEL,12188 B NORTH MERIDIAN STREET,CARMEL,IN,46032,Not Available,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Not Available,99.8,9.55,,,,1.0,0.0,,,,,
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,46506,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,Not Available,Not Available,100.0,16.14,,,0.0,1.0,,,,,,
151301,ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,87.52941176470587,15.571428571428573,0.0,,0.0,1.0,0.0,0.0,0.0,,,
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,410 PILGRIM BLVD,HARTFORD CITY,IN,47348,4,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,72.9090909090909,15.571428571428573,0.0,,0.0,,0.0,0.0,0.0,,,
151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,47265,3,Not Available,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,91.16666666666669,16.0,,,0.0,,0.0,0.0,,,,
151304,RUSH MEMORIAL HOSPITAL,1300 N MAIN ST,RUSHVILLE,IN,46173,2,Same as the National average,Not Available,Same as the National average,Not Available,Below the National average,Above the National average,Not Available,69.4,16.657142857142855,0.0,,0.0,,-1.0,1.0,,,,
151305,PULASKI MEMORIAL HOSPITAL,616 E 13TH ST,WINAMAC,IN,46996,4,Not Available,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,77.8888888888889,16.5,,,0.0,1.0,0.0,0.0,0.0,,,
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,47454,3,Not Available,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,77.9,15.34,,,0.0,,0.0,0.0,0.0,,,
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,WILLIAMSPORT,IN,47993,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,84.63636363636364,16.35,0.0,,0.0,0.0,0.0,1.0,,,,
151308,ST VINCENT MERCY HOSPITAL,1331 S A ST,ELWOOD,IN,46036,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,84.85714285714286,15.3875,0.0,,0.0,,0.0,,,,,
151309,ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE,BRAZIL,IN,47834,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,97.55555555555556,15.457142857142859,0.0,,0.0,,0.0,0.0,,,,
151310,"PARKVIEW WABASH HOSPITAL, INC",710 N EAST ST,WABASH,IN,46992,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,78.0909090909091,14.974999999999998,0.0,,0.0,0.0,0.0,1.0,,,,
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST,TIPTON,IN,46072,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,73.23076923076924,14.4,0.0,,0.0,1.0,0.0,1.0,0.0,,,
151313,WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN,46975,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,Not Available,Not Available,91.66666666666669,14.1375,0.0,0.0,0.0,0.0,,,,,,
151314,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,47167,Not Available,Not Available,Not Available,Not Available,Not Available,Below the National average,Above the National average,Same as the National average,64.07142857142857,16.7,,,,,-1.0,1.0,0.0,,,
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,IN,46703,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,83.21052631578948,14.63,0.0,,0.0,1.0,0.0,1.0,,,,
151316,ST VINCENT FRANKFORT HOSPITAL INC,1300 S JACKSON ST,FRANKFORT,IN,46041,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,73.28571428571429,15.222222222222221,0.0,,0.0,0.0,0.0,0.0,0.0,,,
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,Not Available,Not Available,0.0,16.4,0.0,,0.0,0.0,,,,,,
151318,DUKES MEMORIAL HOSPITAL,275 W 12TH ST,PERU,IN,46970,4,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,74.5,15.409090909090908,0.0,,0.0,0.0,0.0,1.0,0.0,,,
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,IN,47670,3,Same as the National average,Not Available,Same as the National average,Not Available,Below the National average,Same as the National average,Not Available,82.72727272727273,14.55,0.0,,0.0,,-1.0,0.0,,,,
151320,JAY COUNTY HOSPITAL,500 W VOTAW ST,PORTLAND,IN,47371,4,Not Available,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,77.84210526315789,14.66,,,0.0,1.0,0.0,1.0,,,,
151322,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,IN,47586,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Not Available,Below the National average,62.16666666666666,15.222222222222221,0.0,,0.0,1.0,0.0,,-1.0,,,
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,46761,4,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,76.0,15.157142857142857,0.0,,0.0,0.0,0.0,1.0,,,,
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,2,Same as the National average,Not Available,Below the National average,Same as the National average,Below the National average,Above the National average,Not Available,71.17647058823529,15.260000000000002,0.0,,-1.0,0.0,-1.0,1.0,,,,
151325,"ST MARY'S WARRICK HOSPITAL, INC",1116 MILLIS AVE,BOONVILLE,IN,47601,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,103.0,15.44,,,0.0,,,,,,,
151326,UNION HOSPITAL CLINTON,801 S MAIN ST,CLINTON,IN,47842,4,Same as the National average,Not Available,Same as the National average,Above the National average,Above the National average,Above the National average,Not Available,72.23076923076924,16.2625,0.0,,0.0,1.0,1.0,1.0,,,,
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,2,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,44.42857142857143,16.7625,0.0,,0.0,,0.0,,,,,
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,47421,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,83.4,16.375,0.0,,0.0,0.0,0.0,1.0,0.0,,,
151329,MARGARET MARY HEALTH,321 MITCHELL AVE,BATESVILLE,IN,47006,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Below the National average,74.55555555555556,14.040000000000004,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,,,
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,82.8,14.225,0.0,,0.0,1.0,0.0,1.0,0.0,,,
151331,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,47112,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,83.5,15.079999999999998,0.0,,0.0,0.0,0.0,1.0,0.0,,,
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Below the National average,69.53846153846153,14.0875,0.0,,0.0,1.0,0.0,1.0,-1.0,,,
151333,PUTNAM COUNTY HOSPITAL,1542 S BLOOMINGTON ST,GREENCASTLE,IN,46135,4,Same as the National average,Not Available,Above the National average,Same as the National average,Same as the National average,Not Available,Same as the National average,55.28571428571429,15.085714285714287,0.0,,1.0,0.0,0.0,,0.0,,,
151334,SCOTT MEMORIAL HOSPITAL,1451 N GARDNER ST,SCOTTSBURG,IN,47170,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Not Available,Not Available,95.33333333333331,16.32857142857143,0.0,,0.0,0.0,0.0,,,,,
151335,ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,47421,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Not Available,85.76923076923076,15.088888888888887,0.0,,0.0,1.0,0.0,0.0,,,,
160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA,52632,2,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,86.04166666666669,15.809090909090907,-1.0,0.0,0.0,1.0,0.0,1.0,,,,
160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,84.96,13.278571428571427,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,3,Same as the National average,Below the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Below the National average,86.44827586206898,14.066666666666668,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,,,
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,3,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Same as the National average,83.6842105263158,10.3,,0.0,,0.0,0.0,0.0,0.0,,,
160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,52627,4,Same as the National average,Same as the National average,Above the National average,Above the National average,Same as the National average,Above the National average,Below the National average,83.23809523809524,14.508333333333333,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,,,
161300,BAUM HARMON MERCY HOSPITAL,255 N WELCH AVENUE,PRIMGHAR,IA,51245,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52.33333333333334,15.3,,,,,,,,,,
161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,BELMOND,IA,50421,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,Not Available,Not Available,85.0,15.779999999999998,,,0.0,1.0,,,,,,
161302,IOWA SPECIALTY HOSPITAL-CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,4,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,Same as the National average,Same as the National average,89.81818181818181,14.437500000000002,0.0,,0.0,1.0,,0.0,0.0,,,
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Above the National average,Not Available,91.0,14.475,,,0.0,,,1.0,,,,
161304,CHI HEALTH  - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,67.75,15.933333333333332,,,,,0.0,1.0,,,,
161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,100.0,14.87142857142857,0.0,,0.0,,,,,,,
161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,3,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Same as the National average,100.0,16.271428571428572,0.0,,0.0,,,,0.0,,,
161308,FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA,50441,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,81.0,16.82,,,0.0,,,,,,,
161309,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,4,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,93.6,15.5,0.0,,0.0,,0.0,,,,,
161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the National average,Not Available,66.33333333333333,15.933333333333332,,,,,,1.0,,,,
161311,HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,HAWARDEN,IA,51023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.0,16.0,,,,,,,,,,
161312,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,GUTTENBERG,IA,52052,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91.25,17.0,,,,,,,,,,
161313,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,67.75,16.133333333333336,,,,,0.0,1.0,,,,
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,96.0,16.84,,,0.0,,,,,,,
161317,MARENGO MEMORIAL HOSPITAL,300 W MAY ST,MARENGO,IA,52301,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,98.0,15.839999999999998,,,0.0,,,,,,,
161318,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,WAUKON,IA,52172,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,76.0,14.61,0.0,,0.0,,,,,,,
161319,CENTRAL COMMUNITY HOSPITAL,901 DAVIDSON STREET NW,ELKADER,IA,52043,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87.75,14.7,,,,,,,,,,
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,50674,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55.0,15.433333333333332,,,,,,,,,,
161321,SANFORD ROCK RAPIDS MEDICAL CENTER,801 SOUTH GREENE STREET,ROCK RAPIDS,IA,51246,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,60.0,15.96,,,0.0,,,,,,,
161322,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,Not Available,Not Available,Not Available,Not Available,Not Available,Below the National average,Above the National average,Not Available,73.0,15.7,,,,,-1.0,1.0,,,,
161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLNWAY,JEFFERSON,IA,50129,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,97.0,15.2,,,0.0,,,,,,,
161326,MADISON COUNTY MEMORIAL HOSPITAL,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,94.0,18.34,,,0.0,,,,,,,
161327,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,98.0,15.15,,,0.0,,,,,,,
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95.0,16.0,,,,,,,,,,
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Same as the National average,Not Available,80.0909090909091,15.833333333333336,,,,,0.0,0.0,,,,
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC STREET,AUDUBON,IA,50025,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.25,16.366666666666664,,,,,,,,,,
161331,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659,Not Available,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,87.0,15.542857142857144,0.0,,0.0,,,,,,,
161332,MANNING REGIONAL HEALTHCARE CENTER,1550 SIXTH STREET,MANNING,IA,51455,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98.0,15.699999999999998,,,,,,,,,,
