,Address,City,Name,Rating,State,ZipCode
19029,1101 S Winchester Blvd,San Jose,Reproductive Science Center,3.5,CA,95128
19030,235 Oconnor Dr,San Jose,Advanced Surgery Center,4.0,CA,95128
19031,105 N Bascom Ave,San Jose,Minimally Invasive Surgical Solutions,1.0,CA,95128
19032,105 N Bascom Ave,San Jose,Sleepwell Medical Clinic,1.0,CA,95128
19033,125 Ciro Ave,San Jose,Ciro Surgery Center,1.0,CA,95128
19034,1101 S Winchester Blvd,San Jose,Sleepmed Digitrace Care Services,2.0,CA,95128
19035,1333 Meridian Avenue,San Jose,Unilab Quest Diagnostics.,4.0,CA,95125
19036,976 Lenzen Avenue,San Jose,Santa Clara Valley Medical Center,1.5,CA,95126
19037,1570 The Alameda,San Jose,The Valley Psychiatric Medical Group,3.0,CA,95126
19038,20730 Valley Green Dr,Cupertino,Apple Wellness Center,5.0,CA,95014
19039,710 Lawrence Expy,Santa Clara,Kaiser Permanente Santa Clara Medical Center,3.5,CA,95051
19040,10393 Torre Ave,Cupertino,"Michael A Sodeifi, DMD MD",5.0,CA,95014
19041,4855 Atherton Ave,San Jose,Norcal Brain Center,5.0,CA,95130
19042,2951 Winchester Blvd,Campbell,Vein Specialty Medical Clinic,4.5,CA,95008
19043,220 E. Hacienda Ave.,Campbell,Kaiser Permanente Campbell Medical Offices,3.5,CA,95008
19044,West Valley Center,San Jose,Palo Alto Medical Foundation,2.5,CA,95129
19045,10050 Bubb Rd,Cupertino,US HealthWorks Medical Group,2.5,CA,95014
19046,12980 Saratoga Ave,Saratoga,American Sleep Medicine,3.0,CA,95070
19047,10301 S DeAnza Blvd,Cupertino,Homeopathy Health Hub,4.0,CA,95014
19048,10050 N Wolfe Rd,Cupertino,Kaiser Permanente,3.5,CA,95014
19049,Silicon Valley Sports Medicine,Campbell,"Tiffany L Gorman, MD",4.5,CA,95008
19050,1101 S Winchester Blvd,San Jose,Reproductive Science Center,3.5,CA,95128
19051,7225 rainbow dr,San Jose,Westvalley Medical Clinic,1.0,CA,95129
19052,429 Llewellyn Ave,Campbell,Spine & Sports Medical Group,3.5,CA,95008
19053,221 E Hacienda Ave,Campbell,Silicon Valley Spine Institute,3.5,CA,95008
19054,4050 Moorpark Ave,San Jose,Kishiyama Jeffrey L MD - Allergy & Asthma Associates,4.0,CA,95117
19055,19000 Homestead Rd,Cupertino,Kaiser Permanente,3.0,CA,95014
19056,710 Lawrence Expy,Santa Clara,Kaiser Optical Center,2.0,CA,95051
19057,1101 S Winchester Blvd,San Jose,Sleepmed Digitrace Care Services,2.0,CA,95128
19058,200 E Hacienda Ave,Campbell,Kaiser Permanente,1.0,CA,95008
19059,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19060,4855 Atherton Ave,San Jose,Norcal Brain Center,5.0,CA,95130
19061,2951 Winchester Blvd,Campbell,Vein Specialty Medical Clinic,4.5,CA,95008
19062,50 E Hamilton Ave,Campbell,LabCorp,3.0,CA,95008
19063,Silicon Valley Sports Medicine,Campbell,"Tiffany L Gorman, MD",4.5,CA,95008
19064,1399 S Winchester Blvd,San Jose,Whole Body Chiropractic & Massage,4.5,CA,95128
19065,300 Orchard City Dr,Campbell,San Andreas Regional Center,3.0,CA,95008
19066,2998 S Bascom Ave,San Jose,After Hours Healthcare Clinic - Los Gatos/Campbell,4.0,CA,95124
19067,429 Llewellyn Ave,Campbell,Spine & Sports Medical Group,3.5,CA,95008
19068,2504 Samaritan Dr,San Jose,Crescent Medical Center,4.5,CA,95124
19069,555 Knowles Dr,Los Gatos,"Valley Radiologists Medical Associates, Inc",3.0,CA,95032
19070,555 Knowles Dr,Los Gatos,Knowles Surgery Center,5.0,CA,95032
19071,221 E Hacienda Ave,Campbell,Silicon Valley Spine Institute,3.5,CA,95008
19072,1101 S Winchester Blvd,San Jose,Reproductive Science Center,3.5,CA,95128
19073,4050 Moorpark Ave,San Jose,Kishiyama Jeffrey L MD - Allergy & Asthma Associates,4.0,CA,95117
19074,1580 Winchester Blvd,Campbell,Winchester Hamilton Medical Center,0.0,CA,95008
19075,200 E Hacienda Ave,Campbell,Kaiser Permanente,1.0,CA,95008
19076,1101 S Winchester Blvd,San Jose,Sleepmed Digitrace Care Services,2.0,CA,95128
19077,14527 S Bascom Ave,Los Gatos,"Kenneth A Miller, MD",3.5,CA,95032
19078,3803 S Bascom Ave,Campbell,Bascom Surgery Center,5.0,CA,95008
19079,14830 Los Gatos Blvd,Los Gatos,Vital Health Institute,4.5,CA,95032
19080,2516 Samaritan Dr,San Jose,Mind & Body Pain Clinic,4.5,CA,95124
19081,3333 S Bascom Ave,Campbell,Palm Villa,4.5,CA,95008
19082,751 S Bascom Ave,San Jose,Santa Clara Valley Medical Center,2.0,CA,95128
19083,16400 Lark Ave,Los Gatos,Los Gatos Urgent Care,3.5,CA,95032
19084,798 S Winchester Blvd,San Jose,PremiereScan,3.0,CA,95128
19085,15195 National Ave,Los Gatos,Breast Imaging Specialists,4.5,CA,95032
19086,14601 S Bascom Ave,Los Gatos,Silicon Valley Surgery Center,4.5,CA,95032
19087,2589 Samaritan Dr,San Jose,Stanford Cancer Center  South Bay,5.0,CA,95124
19088,10393 Torre Ave,Cupertino,"Michael A Sodeifi, DMD MD",5.0,CA,95014
19089,750 S Bascom Ave,San Jose,Valley Health Center Bascom,2.5,CA,95128
19090,14651 S Bascom Ave,Los Gatos,Laser Nail Therapy Clinic,4.5,CA,95032
19091,15001 National Ave,Los Gatos,Mirage Imaging Center,5.0,CA,95032
19092,2255 S Bascom Ave,Campbell,South Bay Vascular Center and Vein Institute,4.5,CA,95008
19093,987 University Ave,Los Gatos,Pacific Partners Medical Group,1.0,CA,95032
19094,2211 Moorpark Ave,San Jose,"MedPixels Medical Services, PC",5.0,CA,95128
19095,16400 Lark Ave,Los Gatos,SleepQuest,3.0,CA,95032
19096,10050 N Wolfe Rd,Cupertino,Kaiser Permanente,3.5,CA,95014
19097,2410 Samaritan Drive,San Jose,Endoscopy Center of Silicon Valley,5.0,CA,95124
19098,455 O'Connor Dr,San Jose,Family Medicine Associates,3.5,CA,95128
19099,2400 Moorpark Ave,Milpitas,Valley Health Center Moorpark,1.5,CA,95128
19100,560 S Winchester Blvd,San Jose,Elwyn NC,0.0,CA,95128
19101,2577 Samaritan Drive,San Jose,Lotus Medical Center,3.0,CA,95124
19102,2065 Forest Ave,San Jose,Skyline Health Care Center,2.5,CA,95128
19103,2520 Samaritan Dr,San Jose,Health Street,0.0,CA,95124
19104,2039 Forest Ave,San Jose,Maxillofacial Surgery Center of San Jose,4.0,CA,95128
19105,2440 Samaritan Drive,San Jose,Kaiser Permanente Medical Center-Santa Clara,0.0,CA,95124
19106,2858 Stevens Creek Blvd,San Jose,Prototherapy for Chronic Pain,0.0,CA,95128
19107,2410 Samaritan Dr,Los Gatos,Radiological Associates Medical Group,1.0,CA,95032
19108,125 Ciro Ave,San Jose,Ciro Surgery Center,1.0,CA,95128
19109,105 N Bascom Ave,San Jose,Minimally Invasive Surgical Solutions,1.0,CA,95128
19110,246 Ranch Dr,Milpitas,McCarthy Medical Center,3.5,CA,95035
19111,1870 Lundy Ave,San Jose,North East Medical Services - 1870 Lundy Clinic,3.0,CA,95131
19112,1075 N 10th St,San Jose,Buddy's Cannabis,4.5,CA,95112
19113,3571 N First St,San Jose,Cisco LifeConnections Health Center & Pharmacy,4.0,CA,95134
19114,315 S Abbott Ave,Milpitas,Alliance Occupational Medicine,2.0,CA,95035
19115,1621 S Main St,Milpitas,K & Y Groups Inc.,5.0,CA,95035
19116,511 Montague Expressway,Milpitas,My Best Homecare,2.0,CA,95035
19117,571 Cottonwood Dr,San Jose,Bristol-Myers Squibb,5.0,CA,95131
19118,,San Jose,Bodies In Motion Fitness,5.0,CA,95110
19119,145 W Calveras Blvd,Milpitas,Express Medicine Urgent Care,2.0,CA,95035
19120,483 Sinclair Frontage Rd,Milpitas,Torrent Laboratory,3.0,CA,95035
19121,1001 S Milpitas Blvd,Milpitas,Life Scan,4.0,CA,95035
19122,1825 Civic Center Dr,Santa Clara,Santa Clara Imaging Center,2.0,CA,95050
19123,2231 Fortune Dr,San Jose,Wunder Drug Testing Center,5.0,CA,95131
19124,1708 McCarthy Ranch Dr,Milpitas,Nanolab Technologies,5.0,CA,95035
19125,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19126,143 N Main St,Milpitas,Valley Health Center Milpitas,4.0,CA,95035
19127,246 Ranch Dr,Milpitas,McCarthy Medical Center,3.5,CA,95035
19128,2504 Samaritan Dr,San Jose,Crescent Medical Center,4.5,CA,95124
19129,225 N Jackson Ave,San Jose,Regional Medical Center,3.0,CA,95116
19130,1075 N 10th St,San Jose,Buddy's Cannabis,4.5,CA,95112
19131,1870 Lundy Ave,San Jose,North East Medical Services - 1870 Lundy Clinic,3.0,CA,95131
19132,Mountain View Center,Mountain View,Palo Alto Medical Foundation,2.5,CA,94040
19133,770 E. Calaveras Blvd.,Milpitas,Kaiser Permanente Milpitas Medical Offices,3.5,CA,95035
19134,20730 Valley Green Dr,Cupertino,Apple Wellness Center,5.0,CA,95014
19135,1470 Halford Ave,Santa Clara,St Thomas Medical Clinic,4.5,CA,95051
19136,2998 S Bascom Ave,San Jose,After Hours Healthcare Clinic - Los Gatos/Campbell,4.0,CA,95124
19137,710 Lawrence Expy,Santa Clara,Kaiser Permanente Santa Clara Medical Center,3.5,CA,95051
19138,589 Los Coches St,Milpitas,Kaiser Permanente Medical Offices - Milpitas Pediatrics,4.0,CA,95035
19139,1263 E Arques Ave,Sunnyvale,Kaiser Permanente Santa Clara Arques Medical Offices,4.5,CA,94085
19140,Santa Clara Center,Santa Clara,Palo Alto Medical Foundation,3.0,CA,95051
19141,1835 Cunningham Ave,San Jose,Pacific Free Clinic,5.0,CA,95122
19142,55 E Julian St,San Jose,St. James Health Center,3.0,CA,95112
19143,3571 N First St,San Jose,Cisco LifeConnections Health Center & Pharmacy,4.0,CA,95134
19144,751 S Bascom Ave,San Jose,Santa Clara Valley Medical Center,2.0,CA,95128
19145,195 E Virginia St,San Jose,Gardner Health Center,4.0,CA,95112
19146,500 E Remington Dr,Sunnyvale,Elite Medical Center,4.0,CA,94087
19147,Fremont Center,Fremont,Palo Alto Medical Foundation,3.0,CA,94538
19148,500 Tully Rd,San Jose,Valley Health Center at Tully,3.5,CA,95111
19149,5763 Stevenson Blvd,Newark,AFC Doctors Express Urgent Care,3.5,CA,94560
19150,220 E. Hacienda Ave.,Campbell,Kaiser Permanente Campbell Medical Offices,3.5,CA,95008
19151,841 Blossom Hill Rd,San Jose,Prenatal Peek - 3D/4D Ultrasound,4.5,CA,95123
19152,2951 Winchester Blvd,Campbell,Vein Specialty Medical Clinic,4.5,CA,95008
19153,625 Lincoln Ave,San Jose,San Jose Medical Group  - Lincoln Branch,2.5,CA,95126
19154,1893 Monterey Rd,San Jose,U.S. HealthWorks Medical Group,2.5,CA,95112
19155,15899 Los Gatos Almaden Rd,Los Gatos,Scanbabies - LRD Diagnostic Ultrasound Service,5.0,CA,95032
19156,301 Old San Francisco Rd,Sunnyvale,Palo Alto Medical Foundation Sunnyvale Center,3.0,CA,94086
19157,1267 Meridian Ave,San Jose,Willow Glen Center,4.5,CA,95125
19158,3010 Olcott St,Santa Clara,Grace Adult Day Health Care,4.5,CA,95054
19159,200 Jose Figueres Ave,San Jose,Cancer Care Institute,5.0,CA,95116
19160,1691 The Alameda,San Jose,Planned Parenthood - San Jose Health Center,3.0,CA,95126
19161,500 E Remington Dr,Sunnyvale,Sunnyvale Weight Loss and Spa,4.5,CA,94087
19162,2737 Walsh Ave,Santa Clara,Alliance Occupational Medicine,3.0,CA,95051
19163,3030 Alum Rock Ave,San Jose,CompreCare Health Center,2.0,CA,95127
19164,554 Blossom Hill Rd,San Jose,Samaritan Medical Care Center,2.5,CA,95123
19165,5440 Thornwood Dr,San Jose,Planned Parenthood - Blossom Hill Health Center,3.5,CA,95123
19166,2211 Moorpark Ave,San Jose,"MedPixels Medical Services, PC",5.0,CA,95128
19167,15195 National Ave,Los Gatos,Breast Imaging Specialists,4.5,CA,95032
19168,989 Story Rd,San Jose,"Randal T. Pham, M.D., M.S., F.A.C.S",3.5,CA,95122
19169,976 Lenzen Ave,San Jose,The Crane Center,5.0,CA,95126
19170,2516 Samaritan Dr,San Jose,Mind & Body Pain Clinic,4.5,CA,95124
19171,2652 El Camino Real,Santa Clara,Santa Clara Center Pediatrics - Palo Alto Medical Foundation,3.5,CA,95051
19172,455 O'Connor Dr,San Jose,Family Medicine Associates,3.5,CA,95128
19173,16400 Lark Ave,Los Gatos,Los Gatos Urgent Care,3.5,CA,95032
19174,2591 S Bascom Ave,Campbell,SVCare Bascom,5.0,CA,95008
19175,46356 Warm Springs Blvd,Fremont,Asian Medical Clinic,1.5,CA,94539
19176,225 N Jackson Ave,San Jose,Regional Medical Center,3.0,CA,95116
19177,200 Jose Figueres Ave,San Jose,Cancer Care Institute,5.0,CA,95116
19178,1993 McKee Rd,San Jose,Valley Health Center East Valley,2.0,CA,95116
19179,175 N Jackson Ave,San Jose,Spark Sleep Solutions,4.0,CA,95116
19180,200 Jose Figueres Ave,San Jose,Advanced Surgical Associates,4.5,CA,95116
19181,2340 Montpelier Dr,San Jose,San Jose Gastroenterology,2.5,CA,95116
19182,3030 Alum Rock Ave,San Jose,CompreCare Health Center,2.0,CA,95127
19183,150 N Jackson Ave,San Jose,South Bay Gastroenterology,1.0,CA,95116
19184,12 N White Rd,San Jose,RealOptions Pregnancy Medical Clinics,5.0,CA,95127
19185,25 N 14th St,San Jose,Quest Diagnostics,2.5,CA,95112
19186,777 E Santa Clara St,San Jose,Valley Health Center Downtown,5.0,CA,95112
19187,1066 S White Rd,San Jose,Foothill Family Clinic,1.5,CA,95127
19188,571 Cottonwood Dr,San Jose,Bristol-Myers Squibb,5.0,CA,95131
19189,3571 N First St,San Jose,Cisco LifeConnections Health Center & Pharmacy,4.0,CA,95134
19190,246 Ranch Dr,Milpitas,McCarthy Medical Center,3.5,CA,95035
19191,3010 Olcott St,Santa Clara,Grace Adult Day Health Care,4.5,CA,95054
19192,315 S Abbott Ave,Milpitas,Alliance Occupational Medicine,2.0,CA,95035
19193,2737 Walsh Ave,Santa Clara,Alliance Occupational Medicine,3.0,CA,95051
19194,571 Cottonwood Dr,San Jose,Bristol-Myers Squibb,5.0,CA,95131
19195,2518 Mission College Blvd,Santa Clara,Stanford Health Care Clinic,5.0,CA,95054
19196,1621 S Main St,Milpitas,K & Y Groups Inc.,5.0,CA,95035
19197,2905 Stender Way,Santa Clara,ExamOne,3.0,CA,95054
19198,145 W Calveras Blvd,Milpitas,Express Medicine Urgent Care,2.0,CA,95035
19199,1708 McCarthy Ranch Dr,Milpitas,Nanolab Technologies,5.0,CA,95035
19200,Arques Medical Offices,Sunnyvale,Kaiser Permanente Reproductive Endocrinology Infertility Clinic,3.5,CA,94085
19201,1263 E Arques Ave,Santa Clara,Kaiser Permanente Allergy Department,4.5,CA,94085
19202,511 Montague Expressway,Milpitas,My Best Homecare,2.0,CA,95035
19203,1871 Martin Ave,Santa Clara,NMCI Medical Clinic - Santa Clara,3.5,CA,95050
19204,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19205,225 N Jackson Ave,San Jose,Regional Medical Center,3.0,CA,95116
19206,841 Blossom Hill Rd,San Jose,Prenatal Peek - 3D/4D Ultrasound,4.5,CA,95123
19207,1835 Cunningham Ave,San Jose,Pacific Free Clinic,5.0,CA,95122
19208,554 Blossom Hill Rd,San Jose,Samaritan Medical Care Center,2.5,CA,95123
19209,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19210,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19211,5440 Thornwood Dr,San Jose,Planned Parenthood - Blossom Hill Health Center,3.5,CA,95123
19212,500 Tully Rd,San Jose,Valley Health Center at Tully,3.5,CA,95111
19213,18525 Sutter Blvd,Morgan Hill,Mammography Specialists,4.5,CA,95037
19214,195 E Virginia St,San Jose,Gardner Health Center,4.0,CA,95112
19215,1870 Lundy Ave,San Jose,North East Medical Services - 1870 Lundy Clinic,3.0,CA,95131
19216,1893 Monterey Rd,San Jose,U.S. HealthWorks Medical Group,2.5,CA,95112
19217,260 International Cir,San Jose,Kaiser Permanente Medical Center,2.5,CA,95119
19218,393 Blossom Hill Rd,San Jose,Endocrine Medical Associates,5.0,CA,95123
19219,2470 Alvin Ave,San Jose,Planned Parenthood - Mar Monte Community Clinic,3.0,CA,95121
19220,989 Story Rd,San Jose,"Randal T. Pham, M.D., M.S., F.A.C.S",3.5,CA,95122
19221,3030 Alum Rock Ave,San Jose,CompreCare Health Center,2.0,CA,95127
19222,6475 Camden Ave,San Jose,Unilab Quest Diagnostics,2.5,CA,95120
19223,200 Jose Figueres Ave,San Jose,Cancer Care Institute,5.0,CA,95116
19224,6065 Meridian Ave,San Jose,Broberg Physical Therapy,5.0,CA,95120
19225,50 E Main Avenue,Morgan Hill,Quest Diagnostics,2.5,CA,95037
19226,5710 Cahalan Ave,San Jose,Baby Imagine Inc,4.5,CA,95123
19227,1642 E Capitol Expy,San Jose,Indian Health Center of Santa Clara Valley - Silver Creek,1.0,CA,95121
19228,275 Hospital Pkwy,San Jose,Kaiser Permanente Occupational Health Center,5.0,CA,95119
19229,393 Blossom Hill Rd,San Jose,"Alan B Goldsobel, MD",3.5,CA,95123
19230,6475 Camden Ave,San Jose,Almaden Family Physicians Medical Group,2.0,CA,95120
19231,12 N White Rd,San Jose,RealOptions Pregnancy Medical Clinics,5.0,CA,95127
19232,175 N Jackson Ave,San Jose,Spark Sleep Solutions,4.0,CA,95116
19233,2052 Lincoln Ave,San Jose,Brannons Medical,2.5,CA,95125
19234,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19235,1071 Blossom Hill Rd,San Jose,Pamf Sutter Health- Blossom Hill,5.0,CA,95123
19236,1993 McKee Rd,San Jose,Valley Health Center East Valley,2.0,CA,95116
19237,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19238,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19239,495 Blossom Hill Rd,San Jose,Art of Living Yoga and Meditation Center,5.0,CA,95123
19240,255 N White Rd,San Jose,CareMore,2.5,CA,95127
19241,1901 Monterey Rd Suite 10,San Jose,Alliance Occupational Medicine,2.5,CA,95125
19242,200 Jose Figueres Ave,San Jose,Advanced Surgical Associates,4.5,CA,95116
19243,459 S Capitol Ave Ste 4,San Jose,First Health Clinic,3.0,CA,95127
19244,1066 S White Rd,San Jose,Foothill Family Clinic,1.5,CA,95127
19245,725 E Santa Clara St,San Jose,Gardner Downtown Health Center,1.0,CA,95112
19246,5504 Monterey Rd,San Jose,Foothill Community Health Clinic,1.0,CA,95138
19247,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19248,2470 Alvin Ave,San Jose,East Valley Community Clinic,1.0,CA,95121
19249,2340 Montpelier Dr,San Jose,San Jose Gastroenterology,2.5,CA,95116
19250,1650 S White Rd,San Jose,Foothill Community Health Center,1.0,CA,95127
19251,3131 Alum Rock Ave,San Jose,Planned Parenthood - Eastside Health Center,2.5,CA,95127
19252,25 N 14th St,San Jose,Quest Diagnostics,2.5,CA,95112
19253,282 San Jose Ave,San Jose,Silicon Valley Veterans Care Collective,3.5,CA,95125
19254,841 Blossom Hill Rd,San Jose,Prenatal Peek - 3D/4D Ultrasound,4.5,CA,95123
19255,5440 Thornwood Dr,San Jose,Planned Parenthood - Blossom Hill Health Center,3.5,CA,95123
19256,554 Blossom Hill Rd,San Jose,Samaritan Medical Care Center,2.5,CA,95123
19257,393 Blossom Hill Rd,San Jose,Endocrine Medical Associates,5.0,CA,95123
19258,1893 Monterey Rd,San Jose,U.S. HealthWorks Medical Group,2.5,CA,95112
19259,1071 Blossom Hill Rd,San Jose,Pamf Sutter Health- Blossom Hill,5.0,CA,95123
19260,393 Blossom Hill Rd,San Jose,"Alan B Goldsobel, MD",3.5,CA,95123
19261,495 Blossom Hill Rd,San Jose,Art of Living Yoga and Meditation Center,5.0,CA,95123
19262,282 San Jose Ave,San Jose,Silicon Valley Veterans Care Collective,3.5,CA,95125
19263,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19264,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19265,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19266,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19267,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19268,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19269,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19270,270 International Cir,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19271,18525 Sutter Blvd,Morgan Hill,Mammography Specialists,4.5,CA,95037
19272,393 Blossom Hill Rd,San Jose,"Alan B Goldsobel, MD",3.5,CA,95123
19273,495 Blossom Hill Rd,San Jose,Art of Living Yoga and Meditation Center,5.0,CA,95123
19274,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19275,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19276,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19277,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19278,260 International Cir,San Jose,Kaiser Permanente Medical Center,2.5,CA,95119
19279,393 Blossom Hill Rd,San Jose,Endocrine Medical Associates,5.0,CA,95123
19280,275 Hospital Pkwy,San Jose,Kaiser Permanente Occupational Health Center,5.0,CA,95119
19281,393 Blossom Hill Rd,San Jose,"Alan B Goldsobel, MD",3.5,CA,95123
19282,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19283,1642 E Capitol Expy,San Jose,Indian Health Center of Santa Clara Valley - Silver Creek,1.0,CA,95121
19284,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19285,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19286,2470 Alvin Ave,San Jose,Planned Parenthood - Mar Monte Community Clinic,3.0,CA,95121
19287,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19288,5504 Monterey Rd,San Jose,Foothill Community Health Clinic,1.0,CA,95138
19289,270 International Cir,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19290,2470 Alvin Ave,San Jose,East Valley Community Clinic,1.0,CA,95121
19291,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19292,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19293,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19294,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19295,275 Hospital Pkwy,San Jose,Kaiser Permanente Occupational Health Center,5.0,CA,95119
19296,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19297,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19298,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19299,270 International Cir,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19300,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19301,1835 Cunningham Ave,San Jose,Pacific Free Clinic,5.0,CA,95122
19302,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19303,554 Blossom Hill Rd,San Jose,Samaritan Medical Care Center,2.5,CA,95123
19304,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19305,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19306,3030 Alum Rock Ave,San Jose,CompreCare Health Center,2.0,CA,95127
19307,2470 Alvin Ave,San Jose,Planned Parenthood - Mar Monte Community Clinic,3.0,CA,95121
19308,12 N White Rd,San Jose,RealOptions Pregnancy Medical Clinics,5.0,CA,95127
19309,1642 E Capitol Expy,San Jose,Indian Health Center of Santa Clara Valley - Silver Creek,1.0,CA,95121
19310,393 Blossom Hill Rd,San Jose,Endocrine Medical Associates,5.0,CA,95123
19311,260 International Cir,San Jose,Kaiser Permanente Medical Center,2.5,CA,95119
19312,255 N White Rd,San Jose,CareMore,2.5,CA,95127
19313,459 S Capitol Ave Ste 4,San Jose,First Health Clinic,3.0,CA,95127
19314,1066 S White Rd,San Jose,Foothill Family Clinic,1.5,CA,95127
19315,275 Hospital Pkwy,San Jose,Kaiser Permanente Occupational Health Center,5.0,CA,95119
19316,393 Blossom Hill Rd,San Jose,"Alan B Goldsobel, MD",3.5,CA,95123
19317,3131 Alum Rock Ave,San Jose,Planned Parenthood - Eastside Health Center,2.5,CA,95127
19318,1650 S White Rd,San Jose,Foothill Community Health Center,1.0,CA,95127
19319,2470 Alvin Ave,San Jose,East Valley Community Clinic,1.0,CA,95121
19320,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19321,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19322,495 Blossom Hill Rd,San Jose,Art of Living Yoga and Meditation Center,5.0,CA,95123
19323,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19324,5504 Monterey Rd,San Jose,Foothill Community Health Clinic,1.0,CA,95138
19325,6620 Vía Del Oro,San Jose,Kaiser Permanente Medical Center,0.0,CA,95119
19326,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19327,5831 Cottle Road,San Jose,Kaiser Permanente Medical Center,0.0,CA,95123
19328,393 Blossom Hill Rd,San Jose,"Arthur A Biedermann, MD - Allergy & Asthma Associates",0.0,CA,95123
19329,393 Blossom Hill Rd,San Jose,"Robert T Torrano, MD - Allergy & Asthma Associates",0.0,CA,95123
19330,270 International Cir,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19331,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19332,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
19333,280 Hospital Pkwy,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19334,276 International Cir,San Jose,Kaiser Permanente Family Health Center,3.5,CA,95119
19335,260 International Cir,San Jose,Kaiser Permanente Medical Center,2.5,CA,95119
19336,6475 Camden Ave,San Jose,Unilab Quest Diagnostics,2.5,CA,95120
19337,275 Hospital Pkwy,San Jose,Kaiser Permanente Occupational Health Center,5.0,CA,95119
19338,5710 Cahalan Ave,San Jose,Baby Imagine Inc,4.5,CA,95123
19339,6475 Camden Ave,San Jose,Almaden Family Physicians Medical Group,2.0,CA,95120
19340,260 International Cir,San Jose,The Permanente Medical Group,2.0,CA,95119
19341,One North 260 International Cir,San Jose,Kaiser Injection Clinic,3.0,CA,95119
19342,6620 Vía Del Oro,San Jose,Kaiser Permanente Medical Center,0.0,CA,95119
19343,5755 Cottle Road,San Jose,Kaiser Permanente Medical Center,4.0,CA,95123
19344,Surgery Center,San Jose,Kaiser Permanente Surgery Center,4.0,CA,95119
19345,5831 Cottle Road,San Jose,Kaiser Permanente Medical Center,0.0,CA,95123
19346,270 International Cir,San Jose,Kaiser Permanente Medical Center,3.0,CA,95119
19347,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
19348,350 Townsend St,San Francisco,Bay Area Home Health,0.0,CA,94107
19349,80 Great Oaks Blvd,San Jose,VA San Jose Clinic,4.0,CA,95119
